,Tweet,Class
527, کراچی میں تمام نیوز چینل کی بندشایم کیو ایم اور پاکستان مسلم لیگ زندہ بادپاکستان ملک ہے شہنشاہوں کا بدمعاشوں کا,N
528,سائنسدانوں نے حیرت انگیز ’’طلسماتی چھتری ایجاد کرلی via ,P
529,دنیائے حادثات ہے اک درد ناک گیتدنیا کے حادثات سے گھبرا کے پی گیاکانٹے تو خیر کانٹے ہیں ان سے گلہ ہی کیاپھولوں کی واردات سے گھبرا کے پی گیا,N
530,جا چکے ھو مگر نہیں جاتے تم تو ہجرت کمال کرتے ھو ,P
531, نہیں میں شیو نہیں کرتا، صرف ٹویٹ کرتا ہوں بغیر ٹائپو والی ؛ڈ,N
532, کہیں پڑھا تھا جمیعت علما پاکستان بریلوی فقہ کے علما کی ہے ، لیکن یاد نہیں ٹھیک سے ۔ ,N
533,وچ داڑھی اسلام نہ کوئیبن عملاں قرآن نہ کوئیجے مکراں تو باز نہ آؤے ملاں جیہا بے ایمان نہ کوئیجے گر پا دیوے ۔۔۔ ,N
534,عمرؓ کے نام لیوا کا ہے نصب العین حق کوشی کبھی باطل کے آگے اس کا سر خم ہو نہیں سکتا سیدنا عمر فاروق,N
535,"لاہور: سعد اختر بھروانہ ڈی آئی جی ٹریننگ تعینات،نوٹی فکیشن جاری""",P
536,آقا صلی اللہ علیہ و آلہ وسلم کے صحابہ صحبت کی وجہ سے ہی اتنے پختہ ایمان اور یقین والے تهے اور ان میں ان کے مرشد کا عکس تها,P
537,دبئی ٹیسٹ: پاکستان کے خلاف آسٹریلیا کی آٹھویں وکٹ 170 رنز پر گر گئی,N
538,ن لیگ وہ پارٹی ہے جوضیاکی بندوق کے زور پہ وبائی مرض کی طرح پهیلیجبکہتحریک انصاف آہستہ آہستہ خوشبو کی طرح اپنا اثر دکھا رہی ہے ,N
539,اس گاڑی کا نمبر ڈیزل چور ھے چندے سے انقلاب ,N
540,پراٹھے ، مچھلی، چائے عمران خان کے ساتھ ,P
541,کتاب - دستک انتساب میری زندگی، ان رشتوں کے نام، جو عجیب بھی ھیں اور غریب بھی - جو محبت اور اذیت کا نایاب۔۔۔ ,P
542,جلسے کی ناکامی کا غصه جیو نیوز کے نمائیندے پر اسکا کیمره توڑ کر نکالا گیا۔ خان جی آپ حقیقت چھپا نھی سکتے ,N
543,بلوچستان میں جنگلی کتوں کو آزاد چھوڑنے کے بعد وزیر اعلی کہتے ہیں حالات کو خراب کرنے میں غیرملکی ہاتھ شامل ہے ۔,N
544,قادری انکل نے جو کفن سِلوایا تھا نواز حکومت کے لیے وہ کہاں گیا؟,N
545,میں کیمیا پڑھ پڑھ کے تنگ آچکی ہوں ۔,N
546, لوہا نائلون، پرانا پلاسٹک، ٹین ڈبے ، پتریاں گراریاں ، پرانے ٹائر ٹیوب، یہ سب چیزیں چندے سے انقلاب میں کافی مددگار ہو سک۔۔۔,N
547, اور جو مجھے انقلاب نہ لانے کے طعنے مارے ۔۔۔ اسے بھی شھید کردو,N
548,ہمیں آج پتا چلا کہ اس لعنتی ابو لولو فیروز کا مزار بھی ہے ایران میں ۔۔ حیرت ہے ۔۔,N
549,شاہد آفریدی الیون نے آئی ڈی پیز الیون کو ہرا دیا ,N
550, بہت بہت شکریہ۔۔۔ ہم نے تو مٹھائی کھانی ہے آپ سے ۔۔,P
551,ﺗﻤﺎﻡ ﻣﺴﻠﻤﺎﻧﻮﮞ ﮐﻮ ﻧﯿﺎ ﺍﺳﻼﻣﯽ ﺳﺎﻝ ﻣﺒﺎﺭﮎ ﮨﻮ ﺩﻋﺎ ﮐﺮﺗﮯ ﮨﯿﮟ ﺍﻟﻠﮧ ﺗﻌﺎﻟﯽٰ ﺗﻤﺎﻡ ﻣﺴﻠﻤﺎﻧﻮﮞ ﭘﺮ ﺍﭘﻨﮯ ﮐﺮﻡ ﺳﮯ ﺭﺣﻤﺘﯿﮟ ،ﺑﺮﮐﺘﯿﮟ ﻧﻌﻤﺘﯿﮟ ﻧﺎﺯﻝ ﻓﺮﻣﺎﺋﯿﮟ ﺁﻣﯿﻦ ﺛﻢ ﺁﻣﯿﻦ,P
552,اسلام آباد ان دھرنوں کے لئے موزوں ہے ۔ امیروں کا شہر ہے ریڑھی والے غریبوں کا خرچہ نکل آتا ہے ,N
553,"برازیل میں بصارت سے محروم خواتین کے لیے ""ڈانس اسکول"" کھول دیا گیا،جن کی مہارت کو داد دیئے بغیر کو۔۔۔ ",N
554, نیا بلاگ کب تک پوسٹ کریں گی آپ؟؟؟؟,P
555, بجھی بجھی ’شامِ شعرِ یاراں ‘ ,N
556,عدالت نے چالان موصول ہونے پر ملزمان کے خلاف ٹرائل شروع کر دیا ,N
557,چلو کچھ دیر ہنستے ہیں محبت پرعنایت پرکہ بے بنیاد ہیں باتیں سبھی رشتے ، سبھی ناتے ضرورت کی ہیں یجادیں کہیں کوئی نہیں مرتاکسی کی واسطے جاناں ,N
558,"الله اکبر ,,,,,,,,,,,,,,,,,مولانا جی کیا بات ھے ",P
559,جمعه مبارک ، دعا میں یاد رکھیں ،شکریه,P
560,ﺗﺤﺮﯾﮏِ ﺍﻧﺼﺎﻑ ﺍﻭﺭ ﻋﻮﺍﻣﯽ ﺗﺤﺮﯾﮏ ﮐﯽ ﺳﻮﺷﻞ ﻣﯿﮉﯾﺎﻭﺍﺭ ﺩﻭﻧﻮﮞ ﮐﻮ ﮐﻤﺰﻭﺭ ﮐﺮ ﺩﮮ ﮔﯽ۔ﺩﺷﻤﻦ ﮐﻮ ﻣﻮﻗﻊﻣﺖ ﺩﯾﮟ ﺩﻭﻧﻮﮞ ﺗﺒﺪﯾﻠﯽ ﻭﺍﻟﮯ ﻣﺘﺤﺪ ﺭﮨﯿﮟ,N
561,"ہم پیپلز پارٹی سے اپنے حکومتی تعلقات کو ختم کررہے ہیں ،فاروق ستار""",N
562,بلائنڈڈولفن کو واپس دریائے سندھ میں چھوڑ دیا گیا ,N
563,ملا کی اذاں اور مجاھدکی اذاں ۔۔۔ ملک زیشان اشرف کی جانب سے کیا شاندار کمنٹ آیا ہے ,N
564,س ٹیسٹ کے امپائرز انگلینڈ کے کیٹل برو اور جنوبی افریقہ کے ایراسمس ہیں ۔ سری لنکا کے رنجن مدوگالے میچ ریفری ہیں ۔,O
565,کراچی کے بیشتر علاقوں میں نیوز چینلز کی نشریات بند,N
566,ایم کیو ایم کو منانے کی کوئی کوشش نہیں کی،رحمان ملکگویا اس بار خود ہی ذلیل ہو کہ واپس آ جاویں گے جیسے طاھرکینیڈوی ذلیل و رسوا ہو کہ آ گئے ,N
567,دھرنا ختم کرنے پر عوامی تحریک کے کارکن رو پڑے ۔۔۔۔۔یہ خبر ایسے لوگ بھی شئیر کر رہے ہیں جو دن رات یہ کہا کرتے تھے ۔۔۔ ,N
568,دبئی ٹیسٹ میچ میں پاکستان کی پہلے بیٹنگ ,O
569,مجھے ایسا لطف عطا کیا، جو ہجر تھا نہ وصال تھامرے موسموں کے مزاج داں ، تجھے میرا کتنا خیال تھاکسی اور چہرے کو۔۔۔ ,P
570,ہم نے اپنے وجود کی چادر تنگ اپنے گمان پر کی ہے ,N
571, کادری کو یہاں سے دھکا دینا چاھیئے ۔,N
572,سمارٹ فون کے عادیوں کے لیے ڈجٹل ڈیٹاکس کیپ: ڈیجیٹل کھلونوں کي لت میں مبتلا بعض لوگ اپنے علاج کے ۔۔۔ ,N
573, سیتا وایٔٹ کا وقوعہ تو مملکت خداداد پاکستان کی حدود سے باہر کا ہے ،اس لیے اسلامی حد لاگو نہیں ہو سکتی،,N
574, اے شفقت اے ھن جناب دیناراض نا ہونا مرا ویر,P
575,نبی اکرم صلٰی اللہ علیہ وآلہ وسلم پر ہزاروں کڑوڑوں درود و سلام,P
576, پھر نون لیگی کیسے جھیلتی ہیں ؟ وہ تو بہت عجیب ہیں ۔ ہر وقت ہی سڑے سڑے رہتے ہیں ,N
577,کراچی: باپ بیٹے اورسابق ایف آئی اے ملازم سمیت 5 افراد ہلاک ,N
578,آج کا کارٹون لمبی ٹانگ والا کرکٹر پارلیمنٹ میں کیلن بولڈ ہوتا ہوا نظر آیا ,N
579,آج سے بیس سال پہلے ایک عزیز تعلیم کے سلسلے میں امریکہ میں مقیم تھا ,P
580,دبئی ٹیسٹ پر پاکستان کی گرفت مضبوط ,N
581,ڈیرہ غازی خان : تھانا گدائی میں زیر حراست ملزم نے مبینہ طور پر خود کو آگ لگا دی،زخمی ملزم کو اسپتال منتقل کردیا گیا، پولیسAUS-196-8,N
582,راولپنڈی :ترقی کی بجائے تنزلی کی رفتا ر بہت تیز ہے کرپٹ اشرافیہ اپنے بیرون ملک اکاؤنٹس کو بھررہی ہے جماعت اسلامی۔۔۔ ,N
583,۔شہدا نے پکارا ہے تم کوفردوس کے بالا خانوں سے ۔ہم راہ وفا میں کٹ آے تم کوپیارہے ابھی تک اپنی جانوں سے ۔28ذوالحج یوم شھادت محمد عثمان باغائي,P
584,نماز فجر کے بعد چند جنونیوں کا مسجد کے سپیکر پر دهاوا کسی ٹارچر سے کم نهیں شور,N
585, میں منٹو سے شرمنده هوں آج۔ ۔ ۔ دل چاہاکہ ترتیب ٹهیک کردوں ۔ ۔مگر امرتا پریتم سب سے نچلی شیلف میں دیکه کر دو آنسو حلق میں اتارے ۔,N
586,اَلسَّلاَمُ عَلَيْكُم ُصُبحَ بَخَیر اللہ تعالیٰ سے بخشش مانگو! بے شک اللہ تعالیٰ بخشش / مہربانی کرنے والا ہے ۔‘‘,P
587,اگر ٹرین کی رفتار 120 کلومیٹر فی گھنٹہ ہو، تو 2 منٹ کی وڈیو میں ٹرین کی تقریباً لمبائی کیا ہوسکتی ہے ؟؟؟ ,O
588,نیوز چینلز کے پرائم ٹائم پر لایا گیا انقلاب اٹھ گیاخطرہ ہے انقلاب کے روح رواں قبض شکار نہ ہوں لہذا وقت پر اسبغول پی لیا کریں ,N
589, کرکٹ کی الف ب نہیں پتہ تو جنونی ہونے کا فائدہ کیا ،،وہ سلیم یوسف ہے ,N
590,بچے غیر سیاسی ہوتے ہیں ,O
591,پانچ فیصد دیوبندی تکفیری اقلیت کی پچھتر فیصد سنی بریلوی صوفی اکثریت کے خلاف دہشت گردی کب تک؟ – فاروق چشتی ,N
592,مَقرُوض کے بِگڑے ہُوئے حالات کی مانِند،مَجبُور کے ہَونٹُوں پہ سَوالات کی مانِنددِل کا تَیری چاہَت میں عَجَب حال۔۔۔ ,N
593,پاکستان میں جب لیڈر کی موت اتی ھے وہ چینل بند کرنے کو دوڑتا ھے ۔آپس کی بات ھے ن لیگی لیڈر اور گیدڑ میں فرق تلاش کرنا ناممکن ھے ,N
594,ساقی تیری محفل میں ہم کچے جام اچھالیں گے جب ڈی چوک میں جائیں گے ڈیزل سے نہا لیں گے چندے سے انقلاب,P
595,بے بس بھکاریوں کی طرح توڑ کر انا کشکول لے کے تیرے در و بام تک گے ۔۔,N
596,پروفیسرغلام اعظم کی شہادتحکومت رویہ درست کرے ۔ حمید گلمحسنوں کو بھولنا بدنصیبی ہے ۔ اسلم بیگعوامی لیگ نے ۔۔۔ ,N
597,لوٹ آنے کی امیدیں ٹوٹ پائی هی نهیں بند هو پائے نهیں هیں اب بهی در، کهنا اسے (ملک عدنان احمد) بے سہارا محسوس کر ریا ہوں ,N
598,مفتی محمود نے کہا تھاخدا کا شکر، ہم پاکستان بنانے کے گناہ میں شامل نہیں تھے پھر مفتی صاب مغربی جمہوریت کا حصہ دار بن کرسرحد کے وزیر اعلی لگ گئے ,P
599,میری دعا ھے کہ نیا اسلامی سال ھمارے ملک کیلئے بہتری لے کر آئے ۔مسلمانوں کو نئے اسلامی سال کی مبارک,P
600,سوال: چائے کا اصلی وطن کون سا ہے ؟ اپنا جواب اس نمبر پہ دیں ,O
601,پی آئی اے کا مالی بحران شدت اختیار کرگیا ,N
602,پشاور میں آب درہ روڈ پر واقع پلازہ میں سلنڈر دھماکہ دھماکے میں خاتون سمیت 2ا فراد زخمی,N
603,بکھری ہے تری زلف تو ہم شانہ کریں گے ، مٹی میں ملا دیں گے حریفوں کی تدابیر، اے وادی کشمیر! ,N
604,دیکھ کر جو ہمیں چپ چاپ گزر جاتا ہے کبھی اس شخص کو ہم پیار کیا کرتے تھے ,P
605,ر ایک بچے کی سکول میں موجودگی یقینی بنانے کے لئے ریاست کو تعلیمی معاملات سے نمٹنے کے لئے نئی قوت کے ساتھ عزم کو یقینی… ,P
606,پاک ایران گیس پائپ لائن پر امریکا نے پابندی عائد کررکھی ہے ،وزیر پٹرولیم»,N
607,+ تاکہ سوشل میڈیا پرختم نبوت کے کام کو بہتر اور منظم انداز میں کیا جاسکے ، ساتھی کل ہونے والی کانفرنس میں شرکت لازمی بنائیں چناب نگر کانفرنس,P
608,انقلاب آیا نہ جانے کدھر گیا ،، اک شہر تھا آباد اجڑ گیا,N
609,جس ملک میں انصاف نہیں ملتا ، وہاں حق کا بول بالا کیسے ہو سکتا ہے ؟ اس ملک کو سب سے زیادہ نقصان اہل انصاف نے دیا:,N
610, ناچ گانے والا پاکستان نہیں چاہیے لیکن میری بیٹی اچها ناچتی ہے ۔راناخطابت اور ٹهمکے ساتھ ساتھ ۔۔ شرمیلا,N
611,تئیس اکتوبر کو عوامی تحریک کے جلسے کے لیے ایبٹ آبادجاؤں گا،طاہر القادری,P
612,لاہور :محرم ،سیکیورٹی کیلئے انتظامات کو حتمی شکل ,N
613,آج قادری صاحب نے کچھ عمران خان سے مایوس ہو کر اور کچھ ڈیل کے نتیجے میں اپنا دھرنا ختم کر دیا- اس فیصلے کے کئی۔۔۔ ,N
614,انصافیوں کے ٹرینڈ کا احوال: 1۔ اوریجنل ٹرینڈ = 20۔5 %2۔ ریٹویٹس = 75۔7 %3۔ ریپلائیز = 3۔8 %,O
615,آسٹریلیا کیخلاف 40 سال بعد دونوں اننگز میں سینجریاں اسکور ہوئیں ,P
616, مسجد میں ریپ کرنے والے امام کو 20 سال قید۔۔صرف بیس مزید پڑھیں ,N
617,لاہور:نان اور روٹی کی مقررہ قیمتوں پر فروخت یقینی بنا رہے ہیں ۔ انتظامیہ,P
618,جہلم،تحریک إنصفاف سونامی کی لہریں سولہ نومبر کو جہلم سے ٹکرایں گی،،,N
619,*لیکن ہم نے جنگلا بس بنانی ہے *ملتان میں پینے کا صاف پانی نہیں لیکن ہم نے جنگلا بس بنانی ہے ۔ملتان میں ساری سڑکیں ۔۔۔ ,N
620,ھم شھزاد کوروتے ھیں یہاں سیانہ بیانہ معین خان بھی سیلفیاں لیتاھے ۔,N
621,کوہلی اور انوشکا کب شادی کررہے ہیں ، عامر خان کو بھی فکر لاحق ہوگئی via ,N
622,تم پھر نہ آ سکو گے بتانا تو تھا مجھے تم دور جا کے بس گئے میں ڈھونڈھتا پھرا,N
623,لاہور: مدعیہ کا پسند کی شادی والا بیان برقرار۔,P
624,بجلی کی قیمتوں میں اضافہ واپس,P
625, جانے دیں سر جی :),P
626,گلی میں پھرتا ھے رات بھر کوئی۔۔۔۔۔ گلے میں نیند کا تعویز ڈالے ھوئے ۔۔۔!!,N
627,ایم کیو ایم کو دھمکی آمیز خطوط بھیجے جا رہے ہیں ، رہ نما ایم کیوایم آصف حسنین ,N
628, ٹھرکی سے یاد آیا کہاں ہے آجکل؟,N
629,حسان ریاض جیت نہیں رہا-حسان ریاض جیت گیا ہے -مبارک ہو مبارک ہو مبارک ہو ,P
630, وہ انکو نہیں آتا :),O
631,لاہور: رانا ثنااللہ کو نوٹس پنجاب اسمبلی سیکرٹریٹ کے پتے پر بھجوا دیاگیا۔ ,N
632,فرشتہ یا بھیڑیا ۔۔۔۔طاہر القادی کتنے میں بکے ؟؟؟ورثا کی دیت کے ۔۔۔ ,N
633, رقم کچھ زیاده کریں پهر خاں صاحب سے بات کرتے ہیں ,N
634, خلیفہ ہارون رشید؟,P
635,یونس خان آسٹریلیا کے خلاف ایک ٹیسٹ میں دو سنچریاں سکور کرنیوالے چالیس سال میں پہلے کھلاڑی بن گئے ,N
636,: سانحہ ہزارہ کے ملزموں کو جلد از جلد گرفتار کیا جائے گا :عبدالمالک بلوچ ,N
637,حضرت عمرؓ اکثر کہا کرتے تھے اے عمرؓ تجھے تو اونٹ چلانے نہ آتے تھے آج اسلام نے تجھے کہاں پہنچا دیا,P
638,میں سُوت کے دھاگے کی طرح ٹوٹ گيا تھاوہ چرخہ گھمائے گی تو کچھ یاد کرے گی,N
639, اور ویسے بھی بیمارکا علا ج کیا جاتاھے مردے کانھیں ۔نورے اور زرداری کا علاج نھیں ھو سکتا کیونکه یه مر چکے ھیں ۔۔تدفین باقی ھے ان کی۔,N
640,پشاور: یونیورسٹی روڈ پر السیدپلازہ کے قریب دھماکا ,N
641,مولانا صاحب آپ کی عزت لوگ آپ کے والد صاحب کی وجہ سے کرتے ہیں ، کل آپ کے مدرسوں پر بھی کئی سوالات اٹھ سکتے ہیں ,P
642,وہ رفاقتیں نہیں بھولے کہ تیرے بغیر ایک لمحہ بھی بہت سوگوار ھوتا تھا,N
643, اب سمجھ آرہی ہے ، انہی مولویوں کو نبی کریمﷺ کے وارث سمجھتے تھے آپ لوگ،آیؑ عقل ٹھکانے ؟,N
644,سعودی عرب: القاعدہ کی حمایت پر خواتین کو سزائیں ,N
645, محترم /محترمہ خوش آمدید ،ویلکم،جی آیاں نوں فالو یو بیک ایز ریٹرن محبت,P
646,آپؓ کا اسم گرامی ’’عمر‘‘ لقب ’’فاروق‘‘ اور کنیت ’’ابو حفص‘‘ ہے ۔ سیدنا عمرؓ کا نسب مبارک نویں پشت پر سیدنا محمد ﷺ سے جا ملتا ہے ۔سیدنا عمر,P
647,پارلیمنٹ ، صوبائی اسمبلیاں ، وفاقی اور صوبائی حکومتیں عوام کی پریشانیوں اور معاشرے کی بدترین ٹوٹ پھوٹ سے بے خبر ہیں ۔,N
648,24 اکتوبر کو گجرات جلسہ میں حلقہ کی عوام بھرپور شرکت کریں ۔ چوہدری زبیر احمد ٹانڈہ ,P
649, آپ کی بات ٹھیک ہو سکتی ہے ،کیونکہ یہ تو کویؑ خاتون ہی صحیح حقیقت حال واضح کر سکتی ہے ۔شکریہ,P
650,میں نے پوچھا کہ زندگی کیا ہے ہنس دئیے پھول، رو پڑی شبنم,N
651, نئی نظریاتی ونگ کا سہرا اسی کو جاتا ہے آزادی مارچ نے کامیابی سے نظریاتی۔۔۔ ,P
652,ﻻﮨﻮﺭ:ﺷﮩﺮﻣﯿﮟ ﻣﺮﺩﮦ ﺟﺎﻧﻮﺭﻭﮞ ﮐﮯ ﮔﻮﺷﺖ ﮐﯽ ﻓﺮﻭﺧﺖ ﮐﺎ ﺍﻧﮑﺸﺎﻑ ﻓﺮﻭﺧﺖ ﮨﻮﻧﯿﻮﺍﻟﮯﮔﻮﺷﺖ ﻣﯿﮟ ﻣﺮﺩﮦ ﮔﮭﻮﮌﮮ ﺍﻭﺭﮔﺪﮬﮯ ﮐﺎ ﮔﻮﺷﺖ ﺑﮭﯽ ﺷﺎﻣﻞ,N
653,لاہور: پیپر ری چیکننگ کی چار ہزار پانچ سو درخواستیں موصول ہوئے ہیں ۔لاہور بورڈ,N
654, اور اگر پی ٹی آئ نے کها که الیکشن ضمنی نهیں ھونے دینے تو پانچ فی صد ٹرن آوٹ ھوگا۔ اور یا نهیں ھونگے ۔,N
655,ڈرتا ہوں دیکھ کر دلِ بے آرزو کو میں سنسان گھر یہ کیوں نہ ہو،مہمان تو ,N
656,دیکهی ہیں جب سے ہم نے نذریں اتاریاں ہیں سارے جہاں سے اچهی آنکهیں تمہاریاں ہیں ,P
657,؛راولپنڈی:فتح جنگ کے قریب مسافروین کی ٹینکر سے ٹکر دو بچے جاں بحق،دس افراد زخمی، زخمیوں میں چار خواتین بھی شامل، زخمی تحصیل ہیڈ کوارٹر اسپتال منتقل,P
658,لاہور: جاں بحق ہونے والے رانا اشرف کے ورثاء نے لاش سڑک پر رکھ کر احتجاج کرنا شروع کردیا۔ ,N
659,اللہ جانے وے ماہی تیرا پیار کی اے دل دی اوداسی نی جاندی ,N
660,کراچی: گیارہویں آرٹس ریگولر و پرائیویٹ کے نتائج کا اعلان ۔,P
661,ڈیزل ڈیزل کپتان ڈیزل ,N
662, یہ دن بھی آنے تھے خچروں کو ہیروں کے درمیاں لا کھڑا کیا جاوے گا,N
663,پاکستان- آسٹریلیا ٹیسٹ سیریز سے قبل بین الاقوامی کرکٹ کونسل نے ٹیسٹ رینکنگ جاری کردی ہے ,P
664,جادو بهری آنکھوں والی سنو !! تم ایسے مجھے دیکھا نہ کرو ۔۔۔۔,P
665,تنگ آ چکے ہیں کشمکش زندگی سے ہمٹھکرا نہ دیں جہاں کو کہیں بے دلی سے ہم۔۔۔,N
666,28 سال کی عمر میں بھٹو پہلی مرطبہ منظر عام پر آیا جنرل ایوب خان کی حکومت کا وزیر پٹرولیم بن کے ۔ یعنی اپنی محنت سے نہیں ۔,N
667,پاکستان میں تشدد پسندی-بے حسی اور دوسروں کو تکلیف میں دیکھ کر خوش ہونے کے رجحان جیسی بیماریوں میں اضافہ ھو رھا ہے افسوس یہاں انسان نہیں رہتے ,N
668,وہ میری آخری سرحد ہو جیسے سوچ جاتی ہی نہیں اب اُس سے آگے ,N
669,غازی تربیلہ :اسکول میں بجلی کا تار گرگیا، 11طلبہ جھلس کرزخمی ,N
670, مضبوط کرپٹ مافیا کا کون کیا بگاڑ سکتا ہے ۔ بس اللہ ہی اس ملک اور عوام پہ اپنا رحم فرمائے ۔ آمین۔,N
671,چیچہ وطنی: حکام کی عدم توجہی، امراض قلب یونٹ میں تالے پڑ گئے ,N
672,: خواب ہوتے ہیں دیکھنے کے لئے ان میں جا کر مگر رہا نہ کرومنیر نیازی,N
673, عالم پناہ نے جان نہیں لی شکر نہیں کرتے ,P
674,یونس خان کی ریکارڈ ساز سنچری کے بعد آسٹریلیا کو دبئی ٹیسٹ جیتنے کے لیے 438 رنز کا ہدف درکار ,P
675,توکیاوہ ہم کوہرجرم کی سزا دے گاپھراپنے رحم و کرم کا ثبوت کیا دے گامیں روزِ حشر کا قائل ھوں پھر بھی ہنستا ھوں کہ بندہ خدا کو حساب کیا دے گا,N
676,سالا چار اوورز تک کوئی وکٹ نہ گرے تو میچ بورنگ بورنگ لگنا شروع ہو جاتا ہے ,N
677,مقامی سیشن کورٹ نے نواز گھمن سکنہ ڈھک,N
678,ایم کیو ایم کا سندھ حکومت اور آزاد کشمیر حکومت سے علیدگی کا علان فاروق ستار,N
679,ٹریفک کے بہاﺅ میں خلل پیدا کرنے پر انسٹھ ،تجاوزات قائم کرنے پر سات مقدمات درج کرائے ,N
680,ایدھی سنٹر میں ڈاکے کا مرکزی ملزم سابق ملازم نکلا ,N
681,اسکا کوئی حل نہیں ,N
682, ھاھاھاھا اب میں سمجھا۔۔۔۔۔وش یو گڈ لک یور فریڈم,P
683, حضرت ڈی جے بٹ لبے بالاں والی سرکار کا مقبرھ بھی ادھر ہی بنے گا,N
684,کتنے خوش نصیب ہیں وہ لوگ جنہیں اللہ رب کائنات نے ماہ محرم میں نواسہ رسول امام حسین علیہ السلام کا ذکر کرنے ذکر سننے کے لئے چن لیا,P
685,اے اللہ اس ملک کے محسن عمران خان کو کامیابی عطا فرما اسے کبهی اپنے مخلوق کے سامنے نہ جهکاہمیں اسکا ساتھ دینے کی توفیق عطافرما,P
686,"رقص کرنا ہے تو پھر پاؤں کی زنجیر نہ دیکھشاہ,",N
687,لاہور: وزیر اعلی نوٹس لے کر داد رسی کریں ۔ مظاہرین ,P
688, طاہر القادری صاحب ہاشمی کی طرح بے بنیاد انکشافات کب شروع کریں گے ,N
689,جدو جہد جہاں نہ ھو، وہاں مقدرات حکومت کرتے ھیں ۔فرمانِ خلیفہ,N
690,پیتل کی بالیوں میں بیٹی بیاھ دی اس نے باپ کام کرتا تھا سونے کی کان میں ,N
691,تمہیں انقلاب کا واسطہ میرے چھوٹے چھوٹے دھرنے ہیں چندے سے انقلاب,N
692,حاضرین یاسین ملک کی یادوں میں کھو کرآبدیدہ ہو گئے ,N
693,بڑے مقصد کے لیے چھوٹی موٹی ڈیزل چوری جائز ہوتی ہے ,N
694, سب سے بڑی بات یه ھے که کے پی کے میں صرف پی ٹی آئ جیتے گی۔ یه مجھ سے لکھوا لیں ۔ لوگ کیا کهتے ھیں حجروں اور گھروں میں وه ھم سنتے ھیں ,P
695,اگر کراچی اور حیدرآباد میں ایم کیو ایم مظبوط ہے تو اسکی سب سے بڑی وجہ پیپلز پارٹی کی بیڈ گورننس اور اربن سندھ کو نظر انداز کرنا ہے ۔,N
696, یہ دور جاہلیت کے ابو جہل ہیں انکا اصلاح سے کیا واسطہ انکو سرداری عزیز ہے ,N
697,24 گھنٹے بجلی آنے والی ہے ,P
698,حلقہ بندیوں سے پہلے الیکشن کمیشن کے موجودہ ممبران مستعفی ہوجائیں ، اگر نہ ہوئے تو ان کا گھیراؤ بھی کیا جاسکتا ہے & u,N
699,کراچی: ہم نے پہلے پاکستان بنایا اور پھر پاکستان ہجرت کی ،خواجہ اظہار الحسن ,P
700,میں نے تورات ھی بتادیا کہ برا ھوگا بہت براھوگا۔پاکستان 7/2۔ٹیسٹ,N
701, سرجی مسکین لوگ آں اسی ڈان کتھوں ہو گئے ؟,N
702,تھر میں بچے بھوک پیاس سے مر رہیں ہیں تم کہتے ہو سندھ نہ ڈیسوں ,N
703, سالا چوتیا,N
704,لاہور:پسند کی شادی کرنے والی لڑکیاں پہلے حالات کیوں نہیں سمجھتیں ۔ جسٹس قاسم خان,N
705,جس کام کے بارے میں آپ سوچنا نہیں چھوڑ سکتے ،اس کام کو پایۂ تکمیل تک پہنچانے کیلئے کوشش کرنا بھی نہ چھوڑیئے ۔,N
706,بھول گے ھیں اسی لیے تو ابھی تک عمل نھی کیا اپنی بات پر ,N
707,دیکھے هیں بهت هم نے هنگام محبت کے آغاز بھی رسوائی انجام بھی رسوائی,N
708,آج ملنگی بہت اداس ہے ,N
709,مجاہد اعظم مولانا غلام اعظم نے اپنی جوانی سے بڑھا پے تک صبر ،عزمیت اور مسلسل جدوجہد کی تاریخ رقم کر دی ۔۔۔۔۔۔۔۔اس۔۔۔ ,P
710,جس سے کوئی خطا ہوئی ہو کبھی۔۔۔ ہم کو وہ آدمی ملا ہی نہیں ۔۔۔۔۔۔۔۔۔,N
711,حملوں سے خوفزدہ نہیں ہونگے ، حملہ آور نو مسلم اور واچ لسٹ پر تھا، کینیڈین وزیر اعظم ,N
712,گناہ انسانی روح کے لئے زہر کا درجہ رکھتا ہے ,N
713, ہلکی غذا لو سوپ پیو,P
714,ذرا سی لا پرواہی بہت سب کچھ برباد کر دیتی ہے ,N
715,بادام۔ بیش بہا فوائد کا حامل جسمانی اور دماغی قوت اور قوت حافظہ میں اضافہ کرتا ہے دماغ اور آنکھوں کے لئے بہترین۔۔۔ ,P
716,لاہور: اجلاس کی صدارت خواجہ حسان نے کی۔,O
717, سر جی۔بائیس توپوں کی سلامی ھے اس عقل پر جو اتنے تجربے ، ملکی نقصان،عمر کے اس حصے ، کے بحدآگئی آپکے بقول۔قوم پر یہ احسان ھے ¿¿,N
718,ﻭﮦ ﭼﺸﻢ ﻓﺘﻨﮧ ﮔﺮ ﮨﮯ ﺳﺎﻗﯽﺀ ﻣﯿﺨﺎﻧﮧ ﺑﺮﺳﻮﮞ ﺳﮯﮐﮧ ﺑﺎﮨﻢ ﻟﮍ ﺭﮨﮯ ﮨﯿﮟ ﺷﯿﺸﮧ ﻭ ﭘﯿﻤﺎﻧﮧ ﺑﺮﺳﻮﮞ ﺳﮯﺍﻗﺒﺎﻝ ﺳﮩﯿﻞ,N
719,پتھرو تمہاری اوقات ھے کیا۔۔۔؟؟؟اس شخص کا دل ۤاف توبہ،،،،!!,N
